date,customer_id,amount
2025-11-25,12,2161.13
2025-11-25,36,617.64
2025-11-24,14,2881.72
2025-11-25,28,555.13
2025-11-24,15,3874.23
2025-11-25,30,3490.07
2025-11-25,38,1084.63
2025-11-25,40,3125.75
2025-11-24,26,341.07
2025-11-24,31,1177.56
2025-11-25,23,1829.19
2025-11-24,8,4704.43
2025-11-25,2,1341.41
2025-11-25,25,3401.23
2025-11-25,19,1423.43
2025-11-24,10,1223.25
2025-11-25,38,411.04
2025-11-25,22,2331.26
2025-11-25,14,2290.61
2025-11-24,22,1231.88
2025-11-25,3,1601.7
2025-11-25,30,4769.33
2025-11-24,34,1456.8
2025-11-25,45,1908.11
2025-11-24,6,532.38
2025-11-25,24,1022.05
2025-11-25,5,3682.05
2025-11-25,8,1500.98
2025-11-24,47,2101.65
2025-11-25,43,549.63
2025-11-24,6,327.55
2025-11-25,10,2622.61
2025-11-25,6,1562.52
2025-11-24,43,1048.66
2025-11-24,1,935.19
2025-11-25,5,3067.8
2025-11-24,31,3908.3
2025-11-25,31,4085.3
2025-11-24,9,3211.34
2025-11-25,47,866.12
2025-11-24,39,2328.46
2025-11-25,7,4730.56
2025-11-24,44,3787.94
2025-11-24,17,3839.82
2025-11-24,9,2602.88
2025-11-24,43,1946.47
2025-11-25,41,1602.04
2025-11-24,22,1196.53
2025-11-24,2,3700.33
2025-11-25,4,3375.29
2025-11-25,37,3237.21
2025-11-25,14,1337.92
2025-11-25,42,3795.51
2025-11-25,32,1881.43
2025-11-25,30,3311.88
2025-11-24,38,3611.07
2025-11-25,50,613.99
2025-11-25,42,4355.86
2025-11-24,45,829.29
2025-11-25,40,1305.42
2025-11-25,47,1697.19
2025-11-25,38,544.72
2025-11-25,20,1830.88
2025-11-25,49,1682.98
2025-11-25,27,4730.36
2025-11-25,34,3672.09
2025-11-24,21,346.65
2025-11-24,36,3090.53
2025-11-24,41,3486.95
2025-11-25,42,489.4
2025-11-24,4,3981.23
2025-11-25,32,1162.06
2025-11-24,36,825.75
2025-11-25,9,1489.75
2025-11-24,29,3778.09
2025-11-24,8,1323.79
2025-11-25,14,1461.41
2025-11-25,37,4678.93
2025-11-24,28,559.85
2025-11-25,10,428.9
2025-11-24,27,2397.72
2025-11-24,18,3216.45
2025-11-25,41,3702.16
2025-11-25,12,785.09
2025-11-25,5,3999.5
2025-11-24,31,1647.93
2025-11-24,45,3898.46
2025-11-24,14,4953.01
2025-11-25,15,2348.97
2025-11-25,30,3635.94
2025-11-25,14,3095.75
2025-11-24,18,1779.8
2025-11-24,5,4425.45
2025-11-25,6,2212.84
2025-11-25,44,1432.75
2025-11-25,32,1447.92
2025-11-25,31,4160.33
2025-11-25,45,393.16
2025-11-25,29,1024.94
2025-11-25,47,1712.97
2025-11-24,34,393.49
2025-11-25,19,978.73
2025-11-25,7,3846.83
2025-11-24,5,3250.58
2025-11-25,48,3188.5
2025-11-25,18,3434.35
2025-11-24,8,4945.91
2025-11-24,34,1586.45
2025-11-25,14,2358.05
2025-11-25,33,2097.05
2025-11-25,34,2562.68
2025-11-25,46,3615.94
2025-11-24,35,614.89
2025-11-24,42,1526.76
2025-11-24,49,4295.39
2025-11-24,23,399.83
2025-11-25,40,2938.24
2025-11-25,18,2108.93
2025-11-24,31,1877.23
2025-11-25,34,753.37
2025-11-25,49,755.75
2025-11-24,5,1391.72
2025-11-25,28,1576.82
2025-11-24,39,4999.7
2025-11-24,33,4613.51
2025-11-24,36,1967.33
2025-11-25,48,956.28
2025-11-24,49,342.66
2025-11-25,13,4224.9
2025-11-24,37,2269.64
2025-11-24,39,580.98
2025-11-25,21,4090.89
2025-11-24,29,2582.05
2025-11-25,17,1982.14
2025-11-25,37,585.51
2025-11-24,20,4728.42
2025-11-25,16,4517.2
2025-11-25,45,278.96
2025-11-25,25,225.51
2025-11-25,36,4335.98
2025-11-25,45,916.48
2025-11-25,40,690.63
2025-11-24,31,369.91
2025-11-24,30,4299.82
2025-11-24,19,4582.83
2025-11-25,34,938.08
2025-11-25,50,2961.88
2025-11-25,1,4064.27
2025-11-24,39,2179.0
2025-11-25,29,3505.05
2025-11-24,15,347.7
2025-11-24,47,281.23
2025-11-25,6,1426.66
2025-11-25,7,2701.02
2025-11-25,26,3642.41
2025-11-24,36,1631.02
2025-11-25,6,3436.57
2025-11-25,12,3007.56
2025-11-25,49,4805.21
2025-11-24,1,357.69
2025-11-24,41,4510.32
2025-11-24,20,3633.88
2025-11-25,24,1750.18
2025-11-25,37,213.51
2025-11-25,43,3697.28
2025-11-25,19,3999.31
2025-11-24,11,2718.3
2025-11-25,45,4769.03
2025-11-25,22,3233.69
2025-11-24,5,446.89
2025-11-24,31,1264.63
2025-11-25,6,2849.13
2025-11-25,1,3678.68
2025-11-24,49,2671.84
2025-11-24,26,845.08
2025-11-24,2,4805.6
2025-11-25,12,3429.12
2025-11-24,10,2234.19
2025-11-24,24,4431.8
2025-11-24,14,1894.56
2025-11-25,47,3172.06
2025-11-25,22,2358.29
2025-11-25,16,3654.75
2025-11-25,37,464.72
2025-11-25,43,4677.48
2025-11-24,17,3922.87
2025-11-25,6,3768.42
2025-11-24,50,3433.29
2025-11-24,37,2659.97
2025-11-24,12,4535.06
2025-11-24,30,2163.46
2025-11-25,44,2819.27
2025-11-25,19,1339.66
2025-11-25,1,1793.48
2025-11-25,7,2026.88
2025-11-24,18,3263.06
2025-11-25,42,1650.42
2025-11-24,31,2487.69
2025-11-25,22,2132.24
2025-11-24,10,2853.9
2025-11-25,8,3965.54
2025-11-25,39,1654.99
2025-11-25,4,2809.81
2025-11-25,47,4339.79
2025-11-24,11,531.99
2025-11-24,3,4860.3
2025-11-24,42,2057.96
2025-11-24,17,2294.14
2025-11-25,27,2116.54
2025-11-25,19,1907.59
2025-11-25,13,4742.95
2025-11-24,39,3668.43
2025-11-24,33,2962.41
2025-11-25,36,4001.64
2025-11-25,1,522.42
2025-11-24,17,4416.62
2025-11-24,37,3054.76
2025-11-24,16,3585.1
2025-11-25,37,2354.23
2025-11-25,32,495.45
2025-11-24,45,842.82
2025-11-24,29,869.55
2025-11-25,47,1843.25
2025-11-24,6,4681.69
2025-11-24,16,197.03
2025-11-25,1,4973.37
2025-11-25,19,4534.53
2025-11-24,16,4581.14
2025-11-24,1,2513.07
2025-11-24,30,209.15
2025-11-24,30,4453.59
2025-11-25,21,874.21
2025-11-24,29,3455.76
2025-11-25,27,3000.25
2025-11-25,46,762.76
2025-11-24,46,250.93
2025-11-25,14,4619.17
2025-11-25,21,4450.26
2025-11-25,4,4415.65
2025-11-25,31,3449.12
2025-11-25,8,1783.49
2025-11-25,36,4117.43
2025-11-25,16,4630.43
2025-11-25,31,1177.52
2025-11-25,10,4101.96
2025-11-24,43,4719.3
2025-11-25,2,571.91
2025-11-25,8,3522.75
2025-11-25,36,3683.97
2025-11-25,19,2911.36
2025-11-25,5,3830.43
2025-11-25,47,1371.89
2025-11-24,28,1618.01
2025-11-25,21,641.65
2025-11-25,46,1165.65
2025-11-25,39,3174.93
2025-11-24,38,317.76
2025-11-24,19,2786.66
2025-11-24,41,3856.76
2025-11-24,8,2050.38
2025-11-24,8,3608.8
2025-11-25,50,1411.23
2025-11-24,49,3336.8
2025-11-24,42,3784.58
2025-11-25,34,2838.86
2025-11-25,4,1683.09
2025-11-24,22,1431.37
2025-11-25,1,2075.35
2025-11-25,32,1074.3
2025-11-24,15,632.26
2025-11-24,46,4299.27
2025-11-24,40,4023.31
2025-11-25,40,3302.68
2025-11-25,6,2286.37
2025-11-25,41,2555.14
2025-11-24,35,2636.9
2025-11-25,27,3451.33
2025-11-25,5,2459.48
2025-11-24,17,3320.58
2025-11-24,32,659.16
2025-11-25,22,3320.06
2025-11-25,47,2240.91
2025-11-24,9,3882.06
2025-11-25,30,3343.25
2025-11-25,21,3714.37
2025-11-25,39,3136.53
2025-11-24,35,249.48
2025-11-25,17,4121.26
2025-11-24,4,798.25
2025-11-24,12,2082.46
2025-11-25,49,3762.81
2025-11-25,28,4938.58
2025-11-24,15,339.44
2025-11-24,21,1408.55
2025-11-24,13,3822.53
2025-11-25,5,4176.45
2025-11-24,18,1963.09
2025-11-24,23,928.95
2025-11-24,28,4657.59
2025-11-25,30,3009.04
2025-11-25,35,908.95
2025-11-25,39,1827.18
2025-11-24,48,1091.19
2025-11-24,31,1281.58
2025-11-24,26,3900.37
2025-11-25,9,2028.39
2025-11-25,9,2667.1
2025-11-24,13,134.95
2025-11-25,43,2732.49
2025-11-24,35,3034.66
2025-11-25,37,4022.8
2025-11-25,48,1521.77
2025-11-25,41,3757.12
2025-11-25,24,941.83
2025-11-24,27,1317.3
2025-11-25,6,3943.06
2025-11-25,6,4081.75
2025-11-24,19,2741.34
2025-11-24,31,2122.15
2025-11-25,26,2615.79
2025-11-25,1,4600.94
2025-11-24,9,661.05
2025-11-24,46,2539.5
2025-11-24,47,4866.96
2025-11-24,4,2575.32
2025-11-25,39,2584.14
2025-11-25,8,1936.65
2025-11-24,21,1827.84
2025-11-24,50,2989.0
2025-11-24,8,4089.61
2025-11-24,23,221.51
2025-11-24,18,1528.19
2025-11-25,39,558.17
2025-11-25,27,1269.21
2025-11-25,10,3309.91
2025-11-25,15,1709.1
2025-11-24,38,1732.1
2025-11-25,3,752.86
2025-11-24,20,2475.13
2025-11-25,35,1487.5
2025-11-25,10,4497.16
2025-11-25,17,2338.35
2025-11-25,43,3035.4
2025-11-25,26,3134.83
2025-11-25,40,2870.83
2025-11-25,16,4713.46
2025-11-24,19,2474.79
2025-11-24,48,918.73
2025-11-25,14,1814.08
2025-11-25,21,1226.45
2025-11-25,22,126.72
2025-11-25,28,1636.56
2025-11-25,10,204.87
2025-11-25,17,3090.98
2025-11-25,38,199.04
2025-11-25,21,1703.65
2025-11-25,21,4000.95
2025-11-25,15,3000.62
2025-11-25,15,2328.1
2025-11-25,43,3949.02
2025-11-25,12,3883.39
2025-11-25,29,1516.32
2025-11-24,9,1779.87
2025-11-24,32,419.86
2025-11-25,45,2169.08
2025-11-24,44,2588.98
2025-11-25,40,1604.09
2025-11-25,47,3309.5
2025-11-24,5,248.22
2025-11-25,48,2169.44
2025-11-24,19,3142.64
2025-11-25,23,2629.79
2025-11-25,20,3616.31
2025-11-25,24,3374.94
2025-11-25,41,116.53
2025-11-25,6,3275.9
2025-11-24,39,3214.09
2025-11-25,41,1506.38
2025-11-25,46,4722.08
2025-11-25,1,861.13
2025-11-25,22,4021.26
2025-11-25,34,1152.79
2025-11-24,33,1515.17
2025-11-24,15,3243.29
2025-11-25,2,3735.51
2025-11-24,36,3731.19
2025-11-24,24,503.2
2025-11-25,12,2896.79
2025-11-25,31,1448.03
2025-11-24,11,4573.61
2025-11-25,24,4666.23
2025-11-25,12,1070.9
2025-11-25,47,3672.09
2025-11-25,30,2266.84
2025-11-24,5,3644.5
2025-11-25,4,3281.24
2025-11-25,49,1372.05
2025-11-25,29,4526.22
2025-11-25,12,4152.42
2025-11-25,38,2340.47
2025-11-24,24,926.01
2025-11-25,23,833.92
2025-11-25,35,152.57
2025-11-24,17,4137.33
2025-11-25,39,3601.54
2025-11-25,15,1198.44
2025-11-25,27,2735.78
2025-11-24,24,4240.18
2025-11-25,46,1010.26
2025-11-25,42,905.03
2025-11-24,6,2764.52
2025-11-24,24,2629.19
2025-11-25,34,1929.88
2025-11-25,49,2870.16
2025-11-25,25,2889.04
2025-11-25,21,4416.79
2025-11-25,47,447.29
2025-11-24,33,1341.91
2025-11-24,7,4941.22
2025-11-25,15,4267.35
2025-11-25,42,125.71
2025-11-25,29,1088.89
2025-11-25,41,845.75
2025-11-25,9,3126.38
2025-11-25,24,1127.71
2025-11-25,16,304.25
2025-11-25,6,1396.33
2025-11-25,25,2400.49
2025-11-25,22,2527.24
2025-11-25,35,3561.78
2025-11-24,40,111.01
2025-11-25,21,2281.4
2025-11-25,45,1821.47
2025-11-25,17,2715.5
2025-11-24,22,266.24
2025-11-25,21,4616.8
2025-11-25,36,2887.34
2025-11-25,23,2210.39
2025-11-24,22,4252.43
2025-11-24,32,502.77
2025-11-25,16,2353.21
2025-11-24,7,1387.35
2025-11-25,45,3844.68
2025-11-24,31,2553.34
2025-11-25,22,2738.75
2025-11-24,11,1190.5
2025-11-25,46,3257.65
2025-11-25,43,3703.01
2025-11-25,28,1389.97
2025-11-25,37,4492.69
2025-11-25,10,345.36
2025-11-24,30,2094.98
2025-11-25,29,3950.21
2025-11-24,29,4189.79
2025-11-25,9,3539.14
2025-11-24,43,1165.59
2025-11-24,48,2294.12
2025-11-24,8,4175.13
2025-11-25,45,4087.89
2025-11-25,24,1938.22
2025-11-25,23,1467.82
2025-11-25,6,1717.82
2025-11-24,10,680.45
2025-11-24,5,1957.06
2025-11-25,20,2165.54
2025-11-25,40,1289.57
2025-11-24,17,2511.43
2025-11-24,20,550.58
2025-11-24,29,4288.98
2025-11-24,36,3285.8
2025-11-25,10,640.02
2025-11-25,10,169.84
2025-11-25,19,584.29
2025-11-24,45,1800.02
2025-11-24,25,619.69
2025-11-24,2,1510.19
2025-11-25,42,309.31
2025-11-25,16,3622.66
2025-11-25,42,1536.6
2025-11-24,45,1077.14
2025-11-24,32,3272.77
2025-11-25,47,4808.9
2025-11-24,20,4372.69
2025-11-25,28,4280.13
2025-11-25,18,2980.3
2025-11-24,29,3501.32
2025-11-25,34,1843.21
2025-11-24,9,4017.01
2025-11-25,37,3851.07
2025-11-25,35,4055.23
2025-11-25,37,1925.87
2025-11-25,43,2946.78
2025-11-25,42,3736.25
2025-11-24,28,4640.0
2025-11-25,12,3965.38
2025-11-24,32,115.77
2025-11-24,29,4184.17
2025-11-24,45,4333.1
2025-11-25,30,876.64
2025-11-25,21,4407.14
2025-11-24,23,2232.15
2025-11-25,39,3363.8
2025-11-25,32,3592.67
2025-11-25,14,4694.06
2025-11-24,31,4925.2
2025-11-25,38,2593.56
2025-11-25,47,2229.87
2025-11-25,36,4922.14
2025-11-24,28,579.08
2025-11-25,48,4810.71
2025-11-25,36,1189.93
2025-11-24,25,1222.73
2025-11-24,26,2006.99
2025-11-24,38,3102.71
2025-11-24,12,914.96
2025-11-25,27,2006.4
2025-11-25,47,3190.28
2025-11-25,23,4199.36
2025-11-24,6,2122.3
2025-11-24,23,1800.13
2025-11-25,10,3514.95
2025-11-24,7,1220.11
2025-11-24,24,2847.7
2025-11-24,25,1824.75
2025-11-24,45,2114.79
2025-11-24,37,1474.49
2025-11-25,27,2785.11
2025-11-25,7,2214.39
2025-11-25,28,2319.1
2025-11-24,38,2905.01
2025-11-25,22,3285.18
2025-11-25,50,997.57
2025-11-25,36,4749.38
2025-11-24,33,2857.69
2025-11-25,28,300.94
2025-11-24,25,2966.37
2025-11-24,12,763.2
2025-11-25,38,849.57
2025-11-24,18,685.74
2025-11-25,7,4252.39
2025-11-25,45,3925.8
2025-11-24,9,712.23
2025-11-25,33,2034.46
2025-11-25,34,3235.71
2025-11-25,11,594.43
2025-11-25,41,2178.04
2025-11-25,7,2246.45
2025-11-25,33,3495.28
2025-11-24,16,4289.45
2025-11-25,47,2717.51
2025-11-24,26,1174.92
2025-11-25,37,1148.64
2025-11-24,5,1728.58
2025-11-24,5,1376.25
2025-11-24,5,4562.93
2025-11-24,41,3401.65
2025-11-25,32,4800.64
2025-11-25,26,2745.26
2025-11-25,21,4307.72
2025-11-24,11,3514.63
2025-11-25,8,1692.02
2025-11-25,7,2179.06
2025-11-25,17,321.75
2025-11-24,29,1087.7
2025-11-25,31,1934.72
2025-11-24,49,3490.45
2025-11-24,44,979.83
2025-11-25,11,3026.23
2025-11-24,18,1554.56
2025-11-25,5,2153.0
2025-11-25,1,4132.71
2025-11-25,34,534.62
2025-11-25,24,805.1
2025-11-24,11,4351.73
2025-11-25,44,1423.44
2025-11-24,9,1189.13
2025-11-24,27,3421.78
2025-11-25,46,2090.3
2025-11-25,26,2392.89
2025-11-25,8,1940.65
2025-11-24,25,444.57
2025-11-24,20,3689.22
2025-11-25,44,3787.54
2025-11-24,3,2479.28
2025-11-24,44,1288.99
2025-11-24,39,1476.87
2025-11-24,37,1860.03
2025-11-25,27,4349.16
2025-11-24,36,2413.53
2025-11-25,33,966.35
2025-11-24,27,1044.56
2025-11-25,33,1459.24
2025-11-25,19,2930.48
2025-11-24,11,923.5
2025-11-24,4,1045.19
2025-11-25,26,2355.72
2025-11-25,28,2342.23
2025-11-25,7,3891.15
2025-11-25,6,384.69
2025-11-24,1,877.97
2025-11-25,26,839.88
2025-11-24,45,4329.32
2025-11-25,3,4692.34
2025-11-25,48,1658.4
2025-11-24,40,3398.51
2025-11-25,37,2295.48
2025-11-24,41,2368.89
2025-11-24,40,3329.74
2025-11-24,50,4972.94
2025-11-25,47,1852.73
2025-11-24,50,2259.53
2025-11-24,32,3892.14
2025-11-24,32,182.66
2025-11-25,36,844.45
2025-11-25,37,4266.41
2025-11-25,32,2485.21
2025-11-25,10,2943.64
2025-11-25,50,4733.41
2025-11-25,17,1104.47
2025-11-25,23,3461.96
2025-11-25,32,2073.59
2025-11-24,46,1748.57
2025-11-25,2,3367.15
2025-11-25,24,3095.95
2025-11-24,11,1472.43
2025-11-24,48,3410.72
2025-11-24,46,1317.66
2025-11-25,11,1760.74
2025-11-25,42,3361.4
2025-11-24,45,4547.07
2025-11-25,14,875.77
2025-11-25,46,1478.12
2025-11-25,24,459.04
2025-11-24,25,4208.85
2025-11-25,13,4881.12
2025-11-25,21,448.09
2025-11-25,42,3447.6
2025-11-25,42,3227.24
2025-11-25,39,2613.32
2025-11-25,13,2739.31
2025-11-24,36,998.33
2025-11-25,9,761.97
2025-11-24,30,2745.99
2025-11-25,43,150.9
2025-11-24,3,4295.73
2025-11-24,7,3777.37
2025-11-24,26,1164.89
2025-11-25,40,2325.3
2025-11-25,21,3548.66
2025-11-24,38,1461.41
2025-11-24,19,3195.07
2025-11-24,9,3630.66
2025-11-25,47,3791.53
2025-11-25,30,656.39
2025-11-25,30,154.96
2025-11-24,13,3482.49
2025-11-24,33,1451.78
2025-11-25,29,1922.13
2025-11-24,2,3671.74
2025-11-25,45,2213.45
2025-11-24,36,1897.0
2025-11-25,18,1674.35
2025-11-24,12,3371.62
2025-11-25,20,4165.87
2025-11-24,31,3807.97
2025-11-25,26,4325.29
2025-11-25,12,4891.91
2025-11-24,21,3050.6
2025-11-24,41,1200.05
2025-11-24,25,2032.19
2025-11-25,20,2284.21
2025-11-25,12,612.59
2025-11-25,32,3401.73
2025-11-24,34,3504.04
2025-11-24,47,1057.25
2025-11-24,32,1624.61
2025-11-25,8,3489.07
2025-11-25,35,3094.75
2025-11-25,1,2275.91
2025-11-25,19,2439.28
2025-11-24,14,615.84
2025-11-25,25,4731.48
2025-11-25,24,3891.17
2025-11-25,18,2699.14
2025-11-25,37,4077.55
2025-11-24,25,2993.82
2025-11-24,8,4007.86
2025-11-24,14,1987.66
2025-11-25,46,773.82
2025-11-25,43,1097.57
2025-11-25,32,4052.44
2025-11-25,26,2800.52
2025-11-25,50,3676.26
2025-11-25,12,4204.54
2025-11-25,31,3043.95
2025-11-24,11,2324.32
2025-11-25,2,3925.06
2025-11-25,35,3451.37
2025-11-24,16,231.33
2025-11-25,6,3596.11
2025-11-24,37,2958.6
2025-11-24,12,4670.55
2025-11-25,7,955.99
2025-11-24,2,4576.28
2025-11-24,6,3999.05
2025-11-25,14,3661.97
2025-11-24,21,861.28
2025-11-24,32,1991.8
2025-11-24,14,2818.79
2025-11-24,48,3653.55
2025-11-25,50,4299.75
2025-11-24,8,2932.19
2025-11-25,13,978.46
2025-11-24,29,3095.04
2025-11-24,49,4430.96
2025-11-25,9,3095.67
2025-11-25,24,3946.43
2025-11-24,17,3572.55
2025-11-25,44,2622.73
2025-11-24,23,2030.01
2025-11-25,16,3793.98
2025-11-24,11,4003.01
2025-11-24,18,1341.08
2025-11-25,11,2227.36
2025-11-24,29,313.26
2025-11-24,5,3920.74
2025-11-25,12,1555.54
2025-11-24,42,3254.5
2025-11-25,47,3163.8
2025-11-24,31,4365.55
2025-11-25,26,4480.54
2025-11-24,48,3688.6
2025-11-24,22,4566.58
2025-11-25,35,3688.4
2025-11-25,24,1039.14
2025-11-24,44,1350.57
2025-11-25,50,1259.31
2025-11-24,34,4559.86
2025-11-25,13,2060.4
2025-11-24,44,2643.43
2025-11-24,22,3657.2
2025-11-24,7,3342.84
2025-11-24,24,2949.86
2025-11-25,12,3604.96
2025-11-24,18,936.42
2025-11-25,28,4783.67
2025-11-25,49,1893.46
2025-11-25,17,3568.39
2025-11-25,32,2306.26
2025-11-24,37,3776.0
2025-11-25,7,3025.92
2025-11-25,50,2029.74
2025-11-24,5,2187.05
2025-11-25,45,3804.4
2025-11-25,6,3406.22
2025-11-24,30,3230.78
2025-11-24,47,3153.39
2025-11-25,8,534.88
2025-11-25,46,1213.05
2025-11-25,33,2984.37
2025-11-25,14,1880.67
2025-11-25,42,2172.83
2025-11-24,45,1920.44
2025-11-24,44,241.8
2025-11-25,39,4714.94
2025-11-24,3,1093.22
2025-11-25,29,3359.6
2025-11-25,24,2150.83
2025-11-25,21,4681.42
2025-11-25,50,1849.99
2025-11-25,44,680.14
2025-11-24,44,1648.03
2025-11-25,6,617.24
2025-11-25,17,4740.77
2025-11-25,26,771.88
2025-11-25,9,4065.03
2025-11-24,24,1226.63
2025-11-24,33,989.5
2025-11-25,42,509.8
2025-11-24,16,4420.38
2025-11-24,46,988.35
2025-11-25,32,3160.65
2025-11-25,9,2428.96
2025-11-24,49,3726.78
2025-11-24,6,4750.57
2025-11-24,18,4182.65
2025-11-25,5,4395.24
2025-11-25,26,550.52
2025-11-24,35,790.61
2025-11-25,34,3645.78
2025-11-25,36,1642.74
2025-11-25,36,2066.98
2025-11-25,6,3850.1
2025-11-24,12,979.07
2025-11-25,16,1143.37
2025-11-25,47,1741.93
2025-11-24,50,1032.9
2025-11-25,19,1769.83
2025-11-24,28,3880.97
2025-11-25,36,3288.6
2025-11-25,1,2269.36
2025-11-24,29,290.06
2025-11-24,2,2259.53
2025-11-25,23,3242.66
2025-11-25,4,3111.88
2025-11-24,12,3359.17
2025-11-25,38,839.85
2025-11-24,11,2351.47
2025-11-24,41,2628.73
2025-11-25,45,3225.82
2025-11-25,46,2119.13
2025-11-25,49,1404.75
2025-11-25,1,793.98
2025-11-25,31,2995.13
2025-11-25,33,1664.86
2025-11-25,4,4217.21
2025-11-24,50,4802.6
2025-11-25,14,2051.61
2025-11-24,36,1444.02
2025-11-25,3,1924.81
2025-11-25,25,3339.38
2025-11-24,1,4134.24
2025-11-25,5,1888.54
2025-11-24,2,1858.54
2025-11-24,39,1665.28
2025-11-25,37,819.98
2025-11-24,49,1731.53
2025-11-25,43,1443.31
2025-11-25,37,3468.28
2025-11-24,15,4207.55
2025-11-25,2,4685.84
2025-11-24,25,4243.64
2025-11-24,22,4676.23
2025-11-24,43,895.25
2025-11-25,49,4695.47
2025-11-24,47,3415.97
2025-11-25,3,4010.85
2025-11-25,16,176.1
2025-11-24,45,4921.33
2025-11-24,47,2455.02
2025-11-24,20,3920.56
2025-11-25,20,3710.65
2025-11-25,49,1928.39
2025-11-25,27,4876.18
2025-11-24,13,4797.41
2025-11-25,36,3009.37
2025-11-24,47,2119.04
2025-11-25,24,2820.35
2025-11-24,47,2893.16
2025-11-25,35,923.29
2025-11-25,21,3891.44
2025-11-25,35,4580.4
2025-11-24,33,2058.32
2025-11-24,38,2747.15
2025-11-25,23,4097.27
2025-11-25,4,1426.59
2025-11-25,31,859.84
2025-11-25,42,4758.5
2025-11-24,48,2395.94
2025-11-25,48,113.1
2025-11-24,8,3002.05
2025-11-25,48,2847.85
2025-11-24,46,201.85
2025-11-25,3,1645.8
2025-11-24,48,634.73
2025-11-24,39,3127.11
2025-11-24,46,878.59
2025-11-25,50,2946.29
2025-11-25,36,1973.0
2025-11-25,7,3555.85
2025-11-25,7,1767.72
2025-11-25,46,554.58
2025-11-25,32,4653.21
2025-11-25,1,4928.72
2025-11-25,5,602.12
2025-11-24,28,947.49
2025-11-25,49,2244.0
2025-11-25,16,1973.25
2025-11-25,12,1856.15
2025-11-25,15,1814.55
2025-11-25,30,4486.35
2025-11-25,13,3012.82
2025-11-24,49,2128.04
2025-11-24,37,4447.73
2025-11-25,6,161.46
2025-11-24,21,3197.8
2025-11-24,35,1555.9
2025-11-24,46,4589.12
2025-11-25,14,4693.57
2025-11-25,17,1854.27
2025-11-24,44,860.28
2025-11-24,17,1280.1
2025-11-24,9,4905.25
2025-11-25,8,1076.4
2025-11-25,6,1572.03
2025-11-25,35,3514.42
2025-11-25,20,2950.94
2025-11-25,13,1454.66
2025-11-25,3,2133.37
2025-11-24,46,921.43
2025-11-25,12,2344.01
2025-11-24,31,4465.19
2025-11-24,4,1612.68
2025-11-25,19,2543.02
2025-11-24,8,1027.56
2025-11-25,2,4749.69
2025-11-25,10,3409.42
2025-11-25,14,2035.85
2025-11-25,44,2067.02
